,01VCU_Tx_trqMCURL,06VCU_Tx_stMCURLReq,10VCU_Tx_ctRolling7,11VCU_Tx_numChkS7
0,0.19982238010657127,0.0,0.5333333333333333,0.5333333333333333
1,0.19982238010657127,0.0,0.06666666666666667,0.9725490196078431
2,0.19982238010657127,0.0,0.6666666666666666,0.40784313725490196
3,0.19982238010657127,0.0,0.2,0.8470588235294118
4,0.19982238010657127,0.0,0.8,0.2823529411764706
5,0.19982238010657127,0.0,0.3333333333333333,0.7215686274509804
6,0.19982238010657127,0.0,0.9333333333333333,0.1568627450980392
7,0.19982238010657127,0.0,0.4666666666666667,0.596078431372549
8,0.19982238010657127,0.0,0.0,0.03137254901960784
9,0.19982238010657127,0.0,0.6,0.47058823529411764
10,0.19982238010657127,0.0,0.13333333333333333,0.9098039215686274
11,0.19982238010657127,0.0,0.8,0.2823529411764706
12,0.19982238010657127,0.0,0.26666666666666666,0.7843137254901961
13,0.19982238010657127,0.0,0.8666666666666667,0.2196078431372549
14,0.19982238010657127,0.0,0.4,0.6588235294117647
15,0.19982238010657127,0.0,1.0,0.09411764705882353
16,0.19982238010657127,0.0,0.5333333333333333,0.5333333333333333
17,0.19982238010657127,0.0,0.06666666666666667,0.9725490196078431
18,0.19982238010657127,0.0,0.6666666666666666,0.40784313725490196
19,0.19982238010657127,0.0,0.2,0.8470588235294118
20,0.19982238010657127,0.0,0.8,0.2823529411764706
21,0.19982238010657127,0.0,0.3333333333333333,0.7215686274509804
22,0.19982238010657127,0.0,0.9333333333333333,0.1568627450980392
23,0.19982238010657127,0.0,0.4666666666666667,0.596078431372549
24,0.19982238010657127,0.0,0.0,0.03137254901960784
25,0.19982238010657127,0.0,0.6,0.47058823529411764
26,0.19982238010657127,0.0,0.13333333333333333,0.9098039215686274
27,0.19982238010657127,0.0,0.7333333333333333,0.34509803921568627
28,0.19982238010657127,0.0,0.26666666666666666,0.7843137254901961
29,0.19982238010657127,0.0,0.8666666666666667,0.2196078431372549
30,0.19982238010657127,0.0,0.4,0.6588235294117647
31,0.19982238010657127,0.0,1.0,0.09411764705882353
32,0.19982238010657127,0.0,0.5333333333333333,0.5333333333333333
33,0.19982238010657127,0.0,0.06666666666666667,0.9725490196078431
34,0.19982238010657127,0.0,0.6666666666666666,0.40784313725490196
35,0.19982238010657127,0.0,0.2,0.8470588235294118
36,0.19982238010657127,0.0,0.8,0.2823529411764706
37,0.19982238010657127,0.0,0.3333333333333333,0.7215686274509804
38,0.19982238010657127,0.0,0.9333333333333333,0.1568627450980392
39,0.19982238010657127,0.0,0.4666666666666667,0.596078431372549
40,0.19982238010657127,0.0,0.0,0.03137254901960784
41,0.19982238010657127,0.0,0.6,0.47058823529411764
42,0.19982238010657127,0.0,0.13333333333333333,0.9098039215686274
43,0.19982238010657127,0.0,0.7333333333333333,0.34509803921568627
44,0.19982238010657127,0.0,0.26666666666666666,0.7843137254901961
45,0.19982238010657127,0.0,0.8666666666666667,0.2196078431372549
46,0.19982238010657127,0.0,0.4,0.6588235294117647
47,0.19982238010657127,0.0,1.0,0.09411764705882353
48,0.19982238010657127,0.0,0.5333333333333333,0.5333333333333333
49,0.19982238010657127,0.0,0.06666666666666667,0.9725490196078431
50,0.19982238010657127,0.0,0.6666666666666666,0.40784313725490196
51,0.19982238010657127,0.0,0.2,0.8470588235294118
52,0.19982238010657127,0.0,0.8,0.2823529411764706
53,0.19982238010657127,0.0,0.3333333333333333,0.7215686274509804
54,0.19982238010657127,0.0,0.9333333333333333,0.1568627450980392
55,0.19982238010657127,0.0,0.4666666666666667,0.596078431372549
56,0.19982238010657127,0.0,0.0,0.03137254901960784
57,0.19982238010657127,0.0,0.6,0.47058823529411764
58,0.19982238010657127,0.0,0.13333333333333333,0.9098039215686274
59,0.19982238010657127,0.0,0.7333333333333333,0.34509803921568627
60,0.19982238010657127,0.0,0.26666666666666666,0.7843137254901961
61,0.19982238010657127,0.0,0.8666666666666667,0.2196078431372549
62,0.19982238010657127,0.0,0.4,0.6588235294117647
63,0.19982238010657127,0.0,1.0,0.09411764705882353
64,0.19982238010657127,0.0,0.5333333333333333,0.5333333333333333
65,0.19982238010657127,0.0,0.06666666666666667,0.9725490196078431
66,0.19982238010657127,0.0,0.6666666666666666,0.40784313725490196
67,0.19982238010657127,0.0,0.2,0.8470588235294118
68,0.19982238010657127,0.0,0.8,0.2823529411764706
69,0.19982238010657127,0.0,0.3333333333333333,0.7215686274509804
70,0.19982238010657127,0.0,0.9333333333333333,0.1568627450980392
71,0.19982238010657127,0.0,0.4666666666666667,0.596078431372549
72,0.19982238010657127,0.0,0.0,0.03137254901960784
73,0.19982238010657127,0.0,0.6,0.47058823529411764
74,0.19982238010657127,0.0,0.13333333333333333,0.9098039215686274
75,0.19982238010657127,0.0,0.7333333333333333,0.34509803921568627
76,0.19982238010657127,0.0,0.26666666666666666,0.7843137254901961
77,0.19982238010657127,0.0,0.8666666666666667,0.2196078431372549
78,0.19982238010657127,0.0,0.4,0.6588235294117647
79,0.19982238010657127,0.0,1.0,0.09411764705882353
80,0.19982238010657127,0.0,0.5333333333333333,0.5333333333333333
81,0.19982238010657127,0.0,0.06666666666666667,0.9725490196078431
82,0.19982238010657127,0.0,0.6666666666666666,0.40784313725490196
83,0.19982238010657127,0.0,0.2,0.8470588235294118
84,0.19982238010657127,0.0,0.8,0.2823529411764706
85,0.19982238010657127,0.0,0.3333333333333333,0.7215686274509804
86,0.19982238010657127,0.0,0.9333333333333333,0.1568627450980392
87,0.19982238010657127,0.0,0.4666666666666667,0.596078431372549
88,0.19982238010657127,0.0,0.0,0.03137254901960784
89,0.19982238010657127,0.0,0.6,0.47058823529411764
90,0.19982238010657127,0.0,0.13333333333333333,0.9098039215686274
91,0.19982238010657127,0.0,0.7333333333333333,0.34509803921568627
92,0.19982238010657127,0.0,0.26666666666666666,0.7843137254901961
93,0.19982238010657127,0.0,0.8666666666666667,0.2196078431372549
94,0.19982238010657127,0.0,0.4,0.6588235294117647
95,0.19982238010657127,0.0,1.0,0.09411764705882353
96,0.19982238010657127,0.0,0.5333333333333333,0.5333333333333333
97,0.19982238010657127,0.0,0.06666666666666667,0.9725490196078431
98,0.19982238010657127,0.0,0.6666666666666666,0.40784313725490196
99,0.19982238010657127,0.0,0.2,0.8470588235294118
100,0.19982238010657127,0.0,0.8,0.2823529411764706
101,0.19982238010657127,0.0,0.3333333333333333,0.7215686274509804
102,0.19982238010657127,0.0,0.9333333333333333,0.1568627450980392
103,0.19982238010657127,0.0,0.4666666666666667,0.596078431372549
104,0.19982238010657127,0.0,0.0,0.03137254901960784
105,0.19982238010657127,0.0,0.6,0.47058823529411764
106,0.19982238010657127,0.0,0.13333333333333333,0.9098039215686274
107,0.19982238010657127,0.0,0.7333333333333333,0.34509803921568627
108,0.19982238010657127,0.0,0.26666666666666666,0.7843137254901961
109,0.19982238010657127,0.0,0.8666666666666667,0.2196078431372549
110,0.19982238010657127,0.0,0.4,0.6588235294117647
111,0.19982238010657127,0.0,1.0,0.09411764705882353
112,0.19982238010657127,0.0,0.5333333333333333,0.5333333333333333
113,0.19982238010657127,0.0,0.06666666666666667,0.9725490196078431
114,0.19982238010657127,0.0,0.6666666666666666,0.40784313725490196
115,0.19982238010657127,0.0,0.2,0.8470588235294118
116,0.19982238010657127,0.0,0.8,0.2823529411764706
117,0.19982238010657127,0.0,0.3333333333333333,0.7215686274509804
118,0.19982238010657127,0.0,0.9333333333333333,0.1568627450980392
119,0.19982238010657127,0.0,0.4666666666666667,0.596078431372549
120,0.19982238010657127,0.0,0.0,0.03137254901960784
121,0.19982238010657127,0.0,0.6,0.47058823529411764
122,0.19982238010657127,0.0,0.13333333333333333,0.9098039215686274
123,0.19982238010657127,0.0,0.7333333333333333,0.34509803921568627
124,0.19982238010657127,0.0,0.26666666666666666,0.7843137254901961
125,0.19982238010657127,0.0,0.8666666666666667,0.2196078431372549
126,0.19982238010657127,0.0,0.4,0.6588235294117647
127,0.19982238010657127,0.0,1.0,0.09411764705882353
128,0.19982238010657127,0.0,0.5333333333333333,0.5333333333333333
129,0.19982238010657127,0.0,0.06666666666666667,0.9725490196078431
130,0.19982238010657127,0.0,0.6666666666666666,0.40784313725490196
131,0.19982238010657127,0.0,0.2,0.8470588235294118
132,0.19982238010657127,0.0,0.8,0.2823529411764706
133,0.19982238010657127,0.0,0.3333333333333333,0.7215686274509804
134,0.19982238010657127,0.0,0.9333333333333333,0.1568627450980392
135,0.19982238010657127,0.0,0.4666666666666667,0.596078431372549
136,0.19982238010657127,0.0,0.0,0.03137254901960784
