,01VCU_Tx_trqMCUFR,06VCU_Tx_stMCUFRReq,10VCU_Tx_ctRolling6,11VCU_Tx_numChkS6
0,0.2781136638452253,0.0,0.6666666666666666,0.1568627450980392
1,0.2781136638452253,0.0,0.26666666666666666,0.5333333333333333
2,0.2781136638452253,0.0,0.8,0.03137254901960784
3,0.2781136638452253,0.0,0.4,0.40784313725490196
4,0.2781136638452253,0.0,0.9333333333333333,0.9098039215686274
5,0.2781136638452253,0.0,0.4666666666666667,0.34509803921568627
6,0.2781136638452253,0.0,0.0,0.7843137254901961
7,0.2781136638452253,0.0,0.6,0.2196078431372549
8,0.2781136638452253,0.0,0.13333333333333333,0.6588235294117647
9,0.2781136638452253,0.0,0.7333333333333333,0.09411764705882353
10,0.2781136638452253,0.0,0.26666666666666666,0.5333333333333333
11,0.2781136638452253,0.0,0.9333333333333333,0.9098039215686274
12,0.2781136638452253,0.0,0.4,0.40784313725490196
13,0.2781136638452253,0.0,0.0,0.7843137254901961
14,0.2781136638452253,0.0,0.5333333333333333,0.2823529411764706
15,0.2781136638452253,0.0,0.06666666666666667,0.7215686274509804
16,0.2781136638452253,0.0,0.6666666666666666,0.1568627450980392
17,0.2781136638452253,0.0,0.2,0.596078431372549
18,0.2781136638452253,0.0,0.8,0.03137254901960784
19,0.2781136638452253,0.0,0.3333333333333333,0.47058823529411764
20,0.2781136638452253,0.0,0.9333333333333333,0.9098039215686274
21,0.2781136638452253,0.0,0.4666666666666667,0.34509803921568627
22,0.2781136638452253,0.0,0.0,0.7843137254901961
23,0.2781136638452253,0.0,0.6666666666666666,0.1568627450980392
24,0.2781136638452253,0.0,0.13333333333333333,0.6588235294117647
25,0.2781136638452253,0.0,0.7333333333333333,0.09411764705882353
26,0.2781136638452253,0.0,0.26666666666666666,0.5333333333333333
27,0.2781136638452253,0.0,0.8666666666666667,0.9725490196078431
28,0.2781136638452253,0.0,0.4,0.40784313725490196
29,0.2781136638452253,0.0,1.0,0.8470588235294118
30,0.2781136638452253,0.0,0.5333333333333333,0.2823529411764706
31,0.2781136638452253,0.0,0.06666666666666667,0.7215686274509804
32,0.2781136638452253,0.0,0.6666666666666666,0.1568627450980392
33,0.2781136638452253,0.0,0.2,0.596078431372549
34,0.2781136638452253,0.0,0.8,0.03137254901960784
35,0.2781136638452253,0.0,0.3333333333333333,0.47058823529411764
36,0.2781136638452253,0.0,0.9333333333333333,0.9098039215686274
37,0.2781136638452253,0.0,0.4666666666666667,0.34509803921568627
38,0.2781136638452253,0.0,0.0,0.7843137254901961
39,0.2781136638452253,0.0,0.6,0.2196078431372549
40,0.2781136638452253,0.0,0.13333333333333333,0.6588235294117647
41,0.2781136638452253,0.0,0.7333333333333333,0.09411764705882353
42,0.2781136638452253,0.0,0.26666666666666666,0.5333333333333333
43,0.2781136638452253,0.0,0.8666666666666667,0.9725490196078431
44,0.2781136638452253,0.0,0.4,0.40784313725490196
45,0.2781136638452253,0.0,1.0,0.8470588235294118
46,0.2781136638452253,0.0,0.5333333333333333,0.2823529411764706
47,0.2781136638452253,0.0,0.06666666666666667,0.7215686274509804
48,0.2781136638452253,0.0,0.6666666666666666,0.1568627450980392
49,0.2781136638452253,0.0,0.2,0.596078431372549
50,0.2781136638452253,0.0,0.8,0.03137254901960784
51,0.2781136638452253,0.0,0.3333333333333333,0.47058823529411764
52,0.2781136638452253,0.0,0.9333333333333333,0.9098039215686274
53,0.2781136638452253,0.0,0.4666666666666667,0.34509803921568627
54,0.2781136638452253,0.0,0.0,0.7843137254901961
55,0.2781136638452253,0.0,0.6,0.2196078431372549
56,0.2781136638452253,0.0,0.13333333333333333,0.6588235294117647
57,0.2781136638452253,0.0,0.7333333333333333,0.09411764705882353
58,0.2781136638452253,0.0,0.26666666666666666,0.5333333333333333
59,0.2781136638452253,0.0,0.8666666666666667,0.9725490196078431
60,0.2781136638452253,0.0,0.4,0.40784313725490196
61,0.2781136638452253,0.0,1.0,0.8470588235294118
62,0.2781136638452253,0.0,0.5333333333333333,0.2823529411764706
63,0.2781136638452253,0.0,0.06666666666666667,0.7215686274509804
64,0.2781136638452253,0.0,0.6666666666666666,0.1568627450980392
65,0.2781136638452253,0.0,0.2,0.596078431372549
66,0.2781136638452253,0.0,0.8,0.03137254901960784
67,0.2781136638452253,0.0,0.3333333333333333,0.47058823529411764
68,0.2781136638452253,0.0,0.9333333333333333,0.9098039215686274
69,0.2781136638452253,0.0,0.4666666666666667,0.34509803921568627
70,0.2781136638452253,0.0,0.0,0.7843137254901961
71,0.2781136638452253,0.0,0.6,0.2196078431372549
72,0.2781136638452253,0.0,0.13333333333333333,0.6588235294117647
73,0.2781136638452253,0.0,0.7333333333333333,0.09411764705882353
74,0.2781136638452253,0.0,0.26666666666666666,0.5333333333333333
